"category","product_id","product_name"
"Office Supplies","OFF-PA-10001776","Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book"
"Technology","TEC-AC-10001635","KeyTronic KT400U2 - Keyboard - Black"
"Office Supplies","OFF-LA-10000248","Avery 52"
"Office Supplies","OFF-ST-10001526","Iceberg Mobile Mega Data/Printer Cart "
"Office Supplies","OFF-AR-10002221","12 Colored Short Pencils"
"Technology","TEC-PH-10001795","ClearOne CHATAttach 160 - speaker phone"
"Office Supplies","OFF-AR-10004269","Newell 31"
"Office Supplies","OFF-AR-10001130","Quartet Alpha White Chalk, 12/Pack"
"Office Supplies","OFF-PA-10002586","Xerox 1970"
"Office Supplies","OFF-PA-10004965","Xerox 1921"
"Office Supplies","OFF-PA-10004947","Easy-staple paper"
"Technology","TEC-PH-10004896","Nokia Lumia 521 (T-Mobile)"
"Furniture","FUR-TA-10002903","Bevis Round Bullnose 29"" High Table Top"
"Office Supplies","OFF-AP-10004487","Kensington 4 Outlet MasterPiece Compact Power Control Center"
"Technology","TEC-PH-10002555","Nortel Meridian M5316 Digital phone"
"Furniture","FUR-FU-10002878","Seth Thomas 14"" Day/Date Wall Clock"
"Office Supplies","OFF-EN-10003055","Blue String-Tie & Button Interoffice Envelopes, 10 x 13"
"Furniture","FUR-CH-10003981","Global Commerce Series Low-Back Swivel/Tilt Chairs"
"Office Supplies","OFF-PA-10003016","Adams ""While You Were Out"" Message Pads"
"Office Supplies","OFF-BI-10004965","Ibico Covers for Plastic or Wire Binding Elements"
"Technology","TEC-MA-10003979","Ativa V4110MDD Micro-Cut Shredder"
"Technology","TEC-MA-10002859","Ativa MDM8000 8-Sheet Micro-Cut Shredder"
"Office Supplies","OFF-AP-10000275","Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black"
"Office Supplies","OFF-AP-10002906","Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum"
"Furniture","FUR-FU-10003394","Tenex ""The Solids"" Textured Chair Mats"
"Furniture","FUR-FU-10004960","Seth Thomas 12"" Clock w/ Goldtone Case"
"Technology","TEC-PH-10002789","LG Exalt"
"Office Supplies","OFF-AR-10001221","Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color"
"Office Supplies","OFF-PA-10001736","Xerox 1880"
"Technology","TEC-PH-10004071","PayAnywhere Card Reader"
"Technology","TEC-PH-10003555","Motorola HK250 Universal Bluetooth Headset"
"Furniture","FUR-TA-10002774","Laminate Occasional Tables"
"Office Supplies","OFF-AR-10001446","Newell 309"
"Technology","TEC-PH-10003931","JBL Micro Wireless Portable Bluetooth Speaker"
"Furniture","FUR-FU-10004245","Career Cubicle Clock, 8 1/4"", Black"
"Office Supplies","OFF-BI-10001524","GBC Premium Transparent Covers with Diagonal Lined Pattern"
"Furniture","FUR-BO-10002213","DMI Eclipse Executive Suite Bookcases"
"Furniture","FUR-BO-10000468","O'Sullivan 2-Shelf Heavy-Duty Bookcases"
"Office Supplies","OFF-SU-10002189","Acme Rosewood Handle Letter Opener"
"Technology","TEC-PH-10001536","Spigen Samsung Galaxy S5 Case Wallet"
"Furniture","FUR-FU-10004270","Executive Impressions 13"" Clairmont Wall Clock"
"Office Supplies","OFF-BI-10003091","GBC DocuBind TL200 Manual Binding Machine"
"Technology","TEC-AC-10001714","Logitech MX Performance Wireless Mouse"
"Furniture","FUR-TA-10004289","BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables"
"Office Supplies","OFF-AR-10001427","Newell 330"
"Furniture","FUR-FU-10001085","3M Polarizing Light Filter Sleeves"
"Office Supplies","OFF-PA-10003022","Xerox 1992"
"Office Supplies","OFF-PA-10001661","Xerox 1922"
"Office Supplies","OFF-AR-10004999","Newell 315"
"Office Supplies","OFF-BI-10003007","Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11"""
"Technology","TEC-PH-10001750","Samsung Rugby III"
"Office Supplies","OFF-AR-10001374","BIC Brite Liner Highlighters, Chisel Tip"
"Office Supplies","OFF-ST-10002743","SAFCO Boltless Steel Shelving"
"Office Supplies","OFF-BI-10004970","ACCOHIDE 3-Ring Binder, Blue, 1"""
"Technology","TEC-AC-10004568","Maxell LTO Ultrium - 800 GB"
"Office Supplies","OFF-AP-10001626","Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags"
"Office Supplies","OFF-PA-10002246","Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book"
"Furniture","FUR-CH-10004754","Global Stack Chair with Arms, Black"
"Furniture","FUR-BO-10001619","O'Sullivan Cherrywood Estates Traditional Bookcase"
"Office Supplies","OFF-AP-10004249","Staple holder"
"Furniture","FUR-FU-10002508","Document Clip Frames"
"Office Supplies","OFF-BI-10002976","ACCOHIDE Binder by Acco"
"Office Supplies","OFF-BI-10004876","Wilson Jones Suede Grain Vinyl Binders"
"Office Supplies","OFF-PA-10003893","Xerox 1962"
"Office Supplies","OFF-FA-10004076","Translucent Push Pins by OIC"
"Office Supplies","OFF-PA-10000176","Xerox 1887"
"Office Supplies","OFF-AP-10004532","Kensington 6 Outlet Guardian Standard Surge Protector"
"Technology","TEC-AC-10002399","SanDisk Cruzer 32 GB USB Flash Drive"
"Furniture","FUR-FU-10002597","C-Line Magnetic Cubicle Keepers, Clear Polypropylene"
"Office Supplies","OFF-LA-10000452","Avery 488"
"Office Supplies","OFF-BI-10002225","Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8"""
"Office Supplies","OFF-PA-10002749","Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page"
"Office Supplies","OFF-BI-10004632","Ibico Hi-Tech Manual Binding System"
"Furniture","FUR-TA-10004086","KI Adjustable-Height Table"
"Technology","TEC-PH-10001870","Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5"
"Office Supplies","OFF-LA-10004093","Avery 486"
"Technology","TEC-PH-10001819","Innergie mMini Combo Duo USB Travel Charging Kit"
"Furniture","FUR-CH-10002126","Hon Deluxe Fabric Upholstered Stacking Chairs"
"Office Supplies","OFF-AP-10002222","Staple holder"
"Office Supplies","OFF-AR-10001473","Newell 313"
"Furniture","FUR-CH-10004086","Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs"
"Office Supplies","OFF-PA-10000659","TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page"
"Office Supplies","OFF-PA-10001937","Xerox 21"
"Technology","TEC-MA-10000864","Cisco 9971 IP Video Phone Charcoal"
"Furniture","FUR-FU-10000820","Tensor Brushed Steel Torchiere Floor Lamp"
"Technology","TEC-AC-10004114","KeyTronic 6101 Series - Keyboard - Black"
"Furniture","FUR-FU-10000260","6"" Cubicle Wall Clock, Black"
"Technology","TEC-PH-10002549","Polycom SoundPoint IP 450 VoIP phone"
"Office Supplies","OFF-BI-10001249","Avery Heavy-Duty EZD View Binder with Locking Rings"
"Furniture","FUR-CH-10002758","Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back"
"Office Supplies","OFF-AR-10003958","Newell 337"
"Office Supplies","OFF-BI-10000666","Surelock Post Binders"
"Office Supplies","OFF-AP-10003842","Euro-Pro Shark Turbo Vacuum"
"Technology","TEC-PH-10004093","Panasonic Kx-TS550"
"Furniture","FUR-FU-10003975","Eldon Advantage Chair Mats for Low to Medium Pile Carpets"
"Office Supplies","OFF-BI-10004728","Wilson Jones Turn Tabs Binder Tool for Ring Binders"
"Technology","TEC-PH-10001061","Apple iPhone 5C"
"Office Supplies","OFF-BI-10001116","Wilson Jones 1"" Hanging DublLock Ring Binders"
"Technology","TEC-PH-10001809","Panasonic KX T7736-B Digital phone"
"Technology","TEC-PH-10000730","Samsung Galaxy S4 Active"
"Office Supplies","OFF-AP-10002734","Holmes Harmony HEPA Air Purifier for 17 x 20 Room"
"Furniture","FUR-FU-10002501","Nu-Dell Executive Frame"
"Technology","TEC-PH-10002033","Konftel 250 Conference phone - Charcoal black"
"Office Supplies","OFF-AR-10002956","Boston 16801 Nautilus Battery Pencil Sharpener"
"Furniture","FUR-FU-10001488","Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped"
"Technology","TEC-PH-10001300","iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4"
"Office Supplies","OFF-PA-10004359","Multicolor Computer Printout Paper"
"Furniture","FUR-BO-10004467","Bestar Classic Bookcase"
"Office Supplies","OFF-BI-10000962","Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8"""
"Technology","TEC-PH-10004006","Panasonic KX - TS880B Telephone"
"Technology","TEC-AC-10003033","Plantronics CS510 - Over-the-Head monaural Wireless Headset System"
"Office Supplies","OFF-AR-10003190","Newell 32"
"Furniture","FUR-TA-10004175","Hon 30"" x 60"" Table with Locking Drawer"
"Office Supplies","OFF-BI-10003655","Durable Pressboard Binders"
"Office Supplies","OFF-ST-10003572","Portfile Personal File Boxes"
"Technology","TEC-PH-10004522","Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black"
"Office Supplies","OFF-PA-10004082","Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book"
"Office Supplies","OFF-EN-10002504","Tyvek  Top-Opening Peel & Seel Envelopes, Plain White"
"Furniture","FUR-FU-10003274","Regeneration Desk Collection"
"Furniture","FUR-FU-10004270","Eldon Image Series Desk Accessories, Burgundy"
"Office Supplies","OFF-PA-10004100","Xerox 216"
"Furniture","FUR-FU-10003930","Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock"
"Office Supplies","OFF-BI-10000320","GBC Plastic Binding Combs"
"Office Supplies","OFF-AR-10004042","BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain"
"Office Supplies","OFF-ST-10004258","Portable Personal File Box"
"Office Supplies","OFF-PA-10001878","Xerox 1891"
"Office Supplies","OFF-FA-10002988","Ideal Clamps"
"Technology","TEC-AC-10001314","Case Logic 2.4GHz Wireless Keyboard"
"Office Supplies","OFF-SU-10000381","Acme Forged Steel Scissors with Black Enamel Handles"
"Office Supplies","OFF-PA-10001450","Rediform S.O.S. Phone Message Books"
"Office Supplies","OFF-PA-10001763","Xerox 1896"
"Office Supplies","OFF-AR-10002399","Dixon Prang Watercolor Pencils, 10-Color Set with Brush"
"Office Supplies","OFF-BI-10004781","GBC Wire Binding Strips"
"Furniture","FUR-FU-10002671","Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp"
"Technology","TEC-PH-10004830","Pyle PRT45 Retro Home Telephone"
"Furniture","FUR-FU-10004952","C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx"
"Furniture","FUR-FU-10001934","Magnifier Swing Arm Lamp"
"Furniture","FUR-FU-10000206","GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs"
"Furniture","FUR-FU-10001967","Telescoping Adjustable Floor Lamp"
"Furniture","FUR-CH-10000422","Global Highback Leather Tilter in Burgundy"
"Office Supplies","OFF-BI-10002393","Binder Posts"
"Office Supplies","OFF-AR-10001547","Newell 311"
"Furniture","FUR-TA-10004147","Hon 4060 Series Tables"
"Office Supplies","OFF-BI-10003274","Avery Durable Slant Ring Binders, No Labels"
"Furniture","FUR-FU-10003691","Eldon Image Series Desk Accessories, Ebony"
"Office Supplies","OFF-ST-10003208","Adjustable Depth Letter/Legal Cart"
"Technology","TEC-PH-10000307","Shocksock Galaxy S4 Armband"
"Office Supplies","OFF-PA-10001569","Xerox 232"
"Office Supplies","OFF-AR-10002467","Dixon Ticonderoga Pencils"
"Furniture","FUR-CH-10002044","Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum"
"Technology","TEC-PH-10001619","LG G3"
"Technology","TEC-AC-10002380","Sony 8GB Class 10 Micro SDHC R40 Memory Card"
"Technology","TEC-PH-10001530","Cisco Unified IP Phone 7945G VoIP phone"
"Technology","TEC-PH-10003875","KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7"
"Office Supplies","OFF-BI-10004140","Avery Non-Stick Binders"
"Office Supplies","OFF-PA-10004675","Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16"""
"Office Supplies","OFF-PA-10000919","Xerox 1918"
"Office Supplies","OFF-BI-10002799","SlimView Poly Binder, 3/8"""
"Furniture","FUR-FU-10004748","Howard Miller 16"" Diameter Gallery Wall Clock"
"Technology","TEC-AC-10002842","WD My Passport Ultra 2TB Portable External Hard Drive"
"Office Supplies","OFF-PA-10002923","Xerox 1942"
"Office Supplies","OFF-BI-10003876","Green Canvas Binder for 8-1/2"" x 14"" Sheets"
"Office Supplies","OFF-PA-10000556","Xerox 208"
"Office Supplies","OFF-BI-10003981","Avery Durable Plastic 1"" Binders"
"Office Supplies","OFF-LA-10000121","Avery 48"
"Office Supplies","OFF-PA-10000100","Xerox 1945"
"Technology","TEC-PH-10004241","Nokia Lumia 1020"
"Technology","TEC-AC-10002637","Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black)"
"Furniture","FUR-TA-10001950","Balt Solid Wood Round Tables"
"Office Supplies","OFF-PA-10001725","Xerox 1892"
"Office Supplies","OFF-AR-10003056","Newell 341"
"Furniture","FUR-FU-10000965","Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock"
"Office Supplies","OFF-AR-10004582","BIC Brite Liner Grip Highlighters"
"Office Supplies","OFF-PA-10003270","Xerox 1954"
"Office Supplies","OFF-BI-10002813","Avery Reinforcements for Hole-Punch Pages"
"Office Supplies","OFF-FA-10002701","Alliance Rubber Bands"
"Office Supplies","OFF-AP-10004708","Fellowes Superior 10 Outlet Split Surge Protector"
"Technology","TEC-PH-10001944","Wi-Ex zBoost YX540 Cellular Phone Signal Booster"
"Office Supplies","OFF-BI-10001553","SpineVue Locking Slant-D Ring Binders by Cardinal"
"Office Supplies","OFF-BI-10004330","GBC Velobind Prepunched Cover Sets, Regency Series"
"Office Supplies","OFF-SU-10004261","Fiskars 8"" Scissors, 2/Pack"
"Office Supplies","OFF-AR-10003727","Berol Giant Pencil Sharpener"
"Office Supplies","OFF-ST-10001469","Fellowes Bankers Box Recycled Super Stor/Drawer"
"Office Supplies","OFF-BI-10001097","Avery Hole Reinforcements"
"Office Supplies","OFF-ST-10002292","Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish"
"Office Supplies","OFF-PA-10001977","Xerox 194"
"Furniture","FUR-FU-10002505","Eldon 100 Class Desk Accessories"
"Office Supplies","OFF-ST-10000642","Tennsco Lockers, Gray"
"Office Supplies","OFF-AR-10000462","Sanford Pocket Accent Highlighters"
"Technology","TEC-PH-10000004","Belkin iPhone and iPad Lightning Cable"
"Office Supplies","OFF-PA-10001846","Xerox 1899"
"Furniture","FUR-CH-10000749","Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms"
"Office Supplies","OFF-BI-10002103","Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl"
"Office Supplies","OFF-LA-10000407","Avery White Multi-Purpose Labels"
"Technology","TEC-AC-10002018","AmazonBasics 3-Button USB Wired Mouse"
"Office Supplies","OFF-BI-10004236","XtraLife ClearVue Slant-D Ring Binder, White, 3"""
"Office Supplies","OFF-PA-10001166","Xerox 1932"
"Technology","TEC-AC-10000926","NETGEAR RangeMax WNR1000 Wireless Router"
"Office Supplies","OFF-BI-10004002","Wilson Jones International Size A4 Ring Binders"
"Office Supplies","OFF-LA-10000414","Avery 503"
"Office Supplies","OFF-ST-10000046","Fellowes Super Stor/Drawer Files"
"Technology","TEC-MA-10002981","I.R.I.S IRISCard Anywhere 5 Card Scanner"
"Office Supplies","OFF-PA-10003729","Xerox 1998"
"Office Supplies","OFF-PA-10001970","Xerox 1881"
"Technology","TEC-CO-10004722","Canon imageCLASS 2200 Advanced Copier"
"Office Supplies","OFF-LA-10003077","Avery 500"
"Technology","TEC-PH-10001552","I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink"
"Office Supplies","OFF-PA-10002499","Xerox 1890"
"Office Supplies","OFF-AR-10001897","Model L Table or Wall-Mount Pencil Sharpener"
"Office Supplies","OFF-LA-10002368","Avery 479"
"Office Supplies","OFF-PA-10004530","Personal Creations Ink Jet Cards and Labels"
"Office Supplies","OFF-ST-10002406","Pizazz Global Quick File"
"Office Supplies","OFF-PA-10001892","Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4"
"Technology","TEC-MA-10001031","Socket Bluetooth Cordless Hand Scanner (CHS)"
"Technology","TEC-AC-10003433","Maxell 4.7GB DVD+R 5/Pack"
"Technology","TEC-PH-10003963","GE 2-Jack Phone Line Splitter"
"Office Supplies","OFF-FA-10003021","Staples"
"Office Supplies","OFF-AR-10002135","Boston Heavy-Duty Trimline Electric Pencil Sharpeners"
"Technology","TEC-PH-10002597","Xblue XB-1670-86 X16 Small Office Telephone - Titanium"
"Technology","TEC-PH-10002310","Panasonic KX T7731-B Digital phone"
"Office Supplies","OFF-AR-10004027","Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box"
"Office Supplies","OFF-PA-10004451","Xerox 222"
"Technology","TEC-MA-10003493","Penpower WorldCard Pro Card Scanner"
"Technology","TEC-MA-10000029","Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner"
"Office Supplies","OFF-PA-10003641","Xerox 1909"
"Office Supplies","OFF-BI-10004308","Avery Legal 4-Ring Binder"
"Office Supplies","OFF-FA-10004248","Advantus T-Pin Paper Clips"
"Office Supplies","OFF-LA-10001474","Avery 477"
"Office Supplies","OFF-BI-10001460","Plastic Binding Combs"
"Office Supplies","OFF-ST-10001031","Adjustable Personal File Tote"
"Furniture","FUR-CH-10003199","Office Star - Contemporary Task Swivel Chair"
"Technology","TEC-PH-10001459","Samsung Galaxy Mega 6.3"
"Office Supplies","OFF-AR-10000588","Newell 345"
"Furniture","FUR-TA-10003392","Global Adaptabilities Conference Tables"
"Office Supplies","OFF-BI-10001636","Ibico Plastic and Wire Spiral Binding Combs"
"Furniture","FUR-FU-10002963","Master Caster Door Stop, Gray"
"Technology","TEC-AC-10000387","KeyTronic KT800P2 - Keyboard - Black"
"Office Supplies","OFF-LA-10000134","Avery 511"
"Technology","TEC-PH-10002185","QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3"
"Office Supplies","OFF-PA-10003625","Xerox 1979"
"Office Supplies","OFF-ST-10001321","Decoflex Hanging Personal Folder File, Blue"
"Office Supplies","OFF-PA-10002421","Embossed Ink Jet Note Cards"
"Furniture","FUR-FU-10001602","Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear"
"Office Supplies","OFF-PA-10000501","Petty Cash Envelope"
"Office Supplies","OFF-LA-10001569","Avery 499"
"Office Supplies","OFF-PA-10000246","Riverleaf Stik-Withit Designer Note Cubes"
"Office Supplies","OFF-AR-10001954","Newell 331"
"Technology","TEC-PH-10000576","AT&T 1080 Corded phone"
"Office Supplies","OFF-FA-10000134","Advantus Push Pins, Aluminum Head"
"Office Supplies","OFF-FA-10003112","Staples"
"Furniture","FUR-FU-10001756","Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany"
"Technology","TEC-PH-10001468","Panasonic Business Telephones KX-T7736"
"Technology","TEC-PH-10004042","ClearOne Communications CHAT 70 OC Speaker Phone"
"Technology","TEC-PH-10003811","Jabra Supreme Plus Driver Edition Headset"
"Furniture","FUR-FU-10000087","Executive Impressions 14"" Two-Color Numerals Wall Clock"
"Furniture","FUR-FU-10003577","Nu-Dell Leatherette Frames"
"Office Supplies","OFF-AR-10004685","Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set"
"Technology","TEC-AC-10000109","Sony Micro Vault Click 16 GB USB 2.0 Flash Drive"
"Furniture","FUR-FU-10002937","GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box"
"Office Supplies","OFF-LA-10003930","Dot Matrix Printer Tape Reel Labels, White, 5000/Box"
"Office Supplies","OFF-PA-10002259","Geographics Note Cards, Blank, White, 8 1/2"" x 11"""
"Office Supplies","OFF-SU-10003936","Acme Serrated Blade Letter Opener"
"Office Supplies","OFF-BI-10000285","XtraLife ClearVue Slant-D Ring Binders by Cardinal"
"Furniture","FUR-TA-10002622","Bush Andora Conference Table, Maple/Graphite Gray Finish"
"Office Supplies","OFF-AR-10000940","Newell 343"
"Furniture","FUR-FU-10003268","Eldon Radial Chair Mat for Low to Medium Pile Carpets"
"Office Supplies","OFF-BI-10004233","GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11"""
"Office Supplies","OFF-BI-10001628","Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity"
"Office Supplies","OFF-FA-10002975","Staples"
"Office Supplies","OFF-AR-10000034","BIC Brite Liner Grip Highlighters, Assorted, 5/Pack"
"Office Supplies","OFF-BI-10004364","Storex Dura Pro Binders"
"Office Supplies","OFF-AR-10001118","Binney & Smith Crayola Metallic Crayons, 16-Color Pack"
"Office Supplies","OFF-PA-10003724","Wirebound Message Book, 4 per Page"
"Technology","TEC-PH-10002726","netTALK DUO VoIP Telephone Service"
"Office Supplies","OFF-AP-10002534","3.6 Cubic Foot Counter Height Office Refrigerator"
"Office Supplies","OFF-PA-10000809","Xerox 206"
"Furniture","FUR-TA-10001771","Bush Cubix Conference Tables, Fully Assembled"
"Office Supplies","OFF-AR-10001955","Newell 319"
"Office Supplies","OFF-AR-10001725","Boston Home & Office Model 2000 Electric Pencil Sharpeners"
"Office Supplies","OFF-AP-10001634","Hoover Commercial Lightweight Upright Vacuum"
"Office Supplies","OFF-SU-10000946","Staple remover"
"Office Supplies","OFF-PA-10000477","Xerox 1952"
"Furniture","FUR-FU-10000023","Eldon Wave Desk Accessories"
"Office Supplies","OFF-ST-10001590","Tenex Personal Project File with Scoop Front Design, Black"
"Technology","TEC-MA-10002210","Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop"
"Furniture","FUR-FU-10003424","Nu-Dell Oak Frame"
"Office Supplies","OFF-LA-10004853","Avery 483"
"Office Supplies","OFF-PA-10000143","Astroparche Fine Business Paper"
"Office Supplies","OFF-AP-10002495","Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets"
"Office Supplies","OFF-PA-10003543","Xerox 1985"
"Office Supplies","OFF-AR-10000246","Newell 318"
"Office Supplies","OFF-AP-10002670","Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors"
"Technology","TEC-MA-10002109","HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax"
"Furniture","FUR-TA-10001705","Bush Advantage Collection Round Conference Table"
"Office Supplies","OFF-FA-10003472","Bagged Rubber Bands"
"Office Supplies","OFF-PA-10001289","White Computer Printout Paper by Universal"
"Office Supplies","OFF-ST-10000877","Recycled Steel Personal File for Standard File Folders"
"Furniture","FUR-TA-10001932","Chromcraft 48"" x 96"" Racetrack Double Pedestal Table"
"Office Supplies","OFF-AP-10003057","Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room"
"Office Supplies","OFF-BI-10002412","Wilson Jones Snap Scratch Pad Binder Tool for Ring Binders"
"Technology","TEC-MA-10004458","Lexmark X 9575 Professional All-in-One Color Printer"
"Technology","TEC-PH-10001433","Cisco Small Business SPA 502G VoIP phone"
"Technology","TEC-AC-10001838","Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset"
"Office Supplies","OFF-BI-10000605","Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red"
"Office Supplies","OFF-BI-10001359","GBC DocuBind TL300 Electric Binding System"
"Office Supplies","OFF-BI-10004492","Tuf-Vin Binders"
"Furniture","FUR-CH-10000863","Novimex Swivel Fabric Task Chair"
"Office Supplies","OFF-LA-10002473","Avery 484"
"Furniture","FUR-FU-10002116","Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats"
"Office Supplies","OFF-AR-10003504","Newell 347"
"Technology","TEC-MA-10004521","Epson Perfection V600 Photo Scanner"
"Office Supplies","OFF-BI-10004654","Avery Binding System Hidden Tab Executive Style Index Sets"
"Office Supplies","OFF-FA-10000624","OIC Binder Clips"
"Office Supplies","OFF-AR-10002067","Newell 334"
"Furniture","FUR-BO-10002853","O'Sullivan 5-Shelf Heavy-Duty Bookcases"
"Office Supplies","OFF-PA-10000048","Xerox 20"
"Office Supplies","OFF-LA-10004345","Avery 493"
"Office Supplies","OFF-PA-10003883","Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5"""
"Office Supplies","OFF-BI-10002072","Cardinal Slant-D Ring Binders"
"Office Supplies","OFF-AR-10004587","Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606"
"Office Supplies","OFF-AP-10000027","Hoover Commercial SteamVac"
"Office Supplies","OFF-BI-10003094","Self-Adhesive Ring Binder Labels"
"Office Supplies","OFF-BI-10004187","3-ring staple pack"
"Technology","TEC-PH-10003171","Plantronics Encore H101 Dual Earpieces Headset"
"Office Supplies","OFF-AR-10003405","Dixon My First Ticonderoga Pencil, #2"
"Furniture","FUR-FU-10004963","Eldon 400 Class Desk Accessories, Black Carbon"
"Office Supplies","OFF-PA-10000595","Xerox 1929"
"Office Supplies","OFF-AR-10003394","Newell 332"
"Technology","TEC-PH-10001760","Bose SoundLink Bluetooth Speaker"
"Furniture","FUR-FU-10001588","Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black"
"Office Supplies","OFF-FA-10002763","Advantus Map Pennant Flags and Round Head Tacks"
"Office Supplies","OFF-FA-10000053","Revere Boxed Rubber Bands by Revere"
"Office Supplies","OFF-PA-10003892","Xerox 1943"
"Technology","TEC-PH-10003356","SmartStand Mobile Device Holder, Assorted Colors"
"Furniture","FUR-CH-10000229","Global Enterprise Series Seating High-Back Swivel/Tilt Chairs"
"Technology","TEC-MA-10003173","Hewlett-Packard 300S Scientific Calculator"
"Office Supplies","OFF-BI-10002309","Avery Heavy-Duty EZD  Binder With Locking Rings"
"Office Supplies","OFF-PA-10000223","Xerox 2000"
"Office Supplies","OFF-BI-10000494","Acco Economy Flexible Poly Round Ring Binder"
"Office Supplies","OFF-LA-10000262","Avery 494"
"Office Supplies","OFF-ST-10000604","Home/Office Personal File Carts"
"Technology","TEC-AC-10002800","Plantronics Audio 478 Stereo USB Headset"
"Furniture","FUR-FU-10004904","Eldon ""L"" Workstation Diamond Chairmat"
"Office Supplies","OFF-ST-10003816","Fellowes High-Stak Drawer Files"
"Office Supplies","OFF-BI-10003291","Wilson Jones Leather-Like Binders with DublLock Round Rings"
"Furniture","FUR-FU-10004864","Eldon 500 Class Desk Accessories"
"Technology","TEC-PH-10004389","Nokia Lumia 925"
"Technology","TEC-PH-10003072","Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System"
"Technology","TEC-AC-10002331","Maxell 74 Minute CDR, 10/Pack"
"Furniture","FUR-TA-10002530","Iceberg OfficeWorks 42"" Round Tables"
"Office Supplies","OFF-LA-10001771","Avery 513"
"Office Supplies","OFF-AR-10003560","Zebra Zazzle Fluorescent Highlighters"
"Technology","TEC-PH-10002563","Adtran 1202752G1"
"Office Supplies","OFF-BI-10002571","Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2"""
"Furniture","FUR-FU-10004090","Executive Impressions 14"" Contract Wall Clock"
"Office Supplies","OFF-AR-10003759","Crayola Anti Dust Chalk, 12/Pack"
"Office Supplies","OFF-BI-10002794","Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets"
